"","subject","activityLabel","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z"
"5963",16,"WALKING_DOWNSTAIRS",0.89745564,-0.20457623,-0.24383413,-0.89022995,-0.88714442,-0.78932395
"5964",16,"WALKING_DOWNSTAIRS",0.92609814,-0.1882895,-0.22699752,-0.94827535,-0.97959152,-0.94342997
"5965",16,"WALKING_DOWNSTAIRS",0.924672,-0.18684439,-0.2479161,-0.95649308,-0.97857253,-0.88856338
"5966",16,"WALKING_DOWNSTAIRS",0.91289171,-0.18805502,-0.2720842,-0.97327582,-0.97251987,-0.90244663
"5967",16,"WALKING_DOWNSTAIRS",0.9086269,-0.19061314,-0.26776857,-0.98231603,-0.9731466,-0.89241265
"5968",16,"WALKING_DOWNSTAIRS",0.90644717,-0.19242869,-0.25047356,-0.97605972,-0.96128199,-0.96354677
"5969",16,"WALKING_DOWNSTAIRS",0.90254719,-0.19894419,-0.24380873,-0.97934713,-0.96520032,-0.96699893
"5970",16,"WALKING_DOWNSTAIRS",0.90132712,-0.20081931,-0.2453264,-0.98122263,-0.98130982,-0.95286739
"5971",16,"WALKING_DOWNSTAIRS",0.87359153,-0.27959047,-0.32414111,-0.85955195,-0.91822975,-0.62236719
"5972",16,"WALKING_DOWNSTAIRS",0.82700234,-0.28729863,-0.39385849,-0.8872591,-0.96229351,-0.79258014
"5973",16,"WALKING_DOWNSTAIRS",0.80306101,-0.29946954,-0.409067,-0.97142514,-0.94473826,-0.94999137
"5974",16,"WALKING_DOWNSTAIRS",0.7978669,-0.30142834,-0.41139003,-0.97870005,-0.95959678,-0.95131643
"5975",16,"WALKING_DOWNSTAIRS",0.79872858,-0.29632765,-0.41765288,-0.98535727,-0.98206906,-0.96456076
"5976",16,"WALKING_DOWNSTAIRS",0.79837055,-0.30087922,-0.41088078,-0.97935498,-0.95658332,-0.94293101
"5977",16,"WALKING_DOWNSTAIRS",0.80083664,-0.30627504,-0.40766697,-0.9696235,-0.95860779,-0.96702539
"5978",16,"WALKING_DOWNSTAIRS",0.8050035,-0.30515814,-0.4095477,-0.97543164,-0.97210477,-0.97613575
"5979",16,"WALKING_DOWNSTAIRS",0.80149358,-0.30293452,-0.41034765,-0.97002873,-0.97192928,-0.95513009
"5980",16,"WALKING_DOWNSTAIRS",0.84990967,-0.24448349,-0.3739815,-0.79282144,-0.80666643,-0.64422535
"5981",16,"WALKING_DOWNSTAIRS",0.80134689,-0.28585246,-0.419405,-0.92952677,-0.91185168,-0.92764965
"5982",16,"WALKING_DOWNSTAIRS",0.80089962,-0.29267815,-0.41344621,-0.95378436,-0.95874888,-0.94735355
"5983",16,"WALKING_DOWNSTAIRS",0.79761316,-0.30228036,-0.41073651,-0.94978191,-0.92986376,-0.96320834
"5984",16,"WALKING_DOWNSTAIRS",0.79412128,-0.31235579,-0.41714224,-0.9682114,-0.96467058,-0.96435957
"5985",16,"WALKING_DOWNSTAIRS",0.79912016,-0.30720763,-0.41605473,-0.98156836,-0.96271115,-0.95793184
"5986",16,"WALKING_DOWNSTAIRS",0.80327222,-0.30721795,-0.39941479,-0.9669274,-0.97628483,-0.91495411
"5987",16,"WALKING_DOWNSTAIRS",0.80856304,-0.30761315,-0.39119869,-0.97234499,-0.96926016,-0.94092767
"5988",16,"WALKING_DOWNSTAIRS",0.80694416,-0.30106906,-0.4028842,-0.97962033,-0.96754944,-0.92557766
"5989",16,"WALKING_DOWNSTAIRS",0.84765973,-0.28938938,-0.35717062,-0.82603058,-0.96076513,-0.62201706
"5990",16,"WALKING_DOWNSTAIRS",0.80815393,-0.29381652,-0.40401614,-0.95296756,-0.9528449,-0.94391283
"5991",16,"WALKING_DOWNSTAIRS",0.80597672,-0.30386401,-0.39821545,-0.97835398,-0.97393406,-0.95191269
"5992",16,"WALKING_DOWNSTAIRS",0.81094575,-0.30045431,-0.39647372,-0.98731018,-0.9616982,-0.96401608
"5993",16,"WALKING_DOWNSTAIRS",0.8073324,-0.29542658,-0.39850002,-0.97301883,-0.97128126,-0.96336858
"5994",16,"WALKING_DOWNSTAIRS",0.8000455,-0.30165938,-0.40388567,-0.98661119,-0.95755387,-0.94078434
"5995",16,"WALKING_DOWNSTAIRS",0.8056647,-0.30516108,-0.40490255,-0.95060054,-0.96211868,-0.94890931
"5996",16,"WALKING_DOWNSTAIRS",0.81785982,-0.30077506,-0.39438987,-0.95499691,-0.9631329,-0.95229703
"5997",16,"WALKING_DOWNSTAIRS",0.81328621,-0.30043667,-0.39793788,-0.95309279,-0.96719179,-0.93382333
"5998",16,"WALKING_DOWNSTAIRS",0.95946899,0.054668589,-0.088904303,-0.98651207,-0.96486965,-0.86048346
"5999",16,"WALKING_DOWNSTAIRS",0.96158046,0.055901445,-0.10878777,-0.99444004,-0.97940937,-0.97875676
"6000",16,"WALKING_DOWNSTAIRS",0.96020732,0.059429687,-0.11208657,-0.99529927,-0.993034,-0.98775353
"6001",16,"WALKING_DOWNSTAIRS",0.96055505,0.056319223,-0.10890644,-0.99435268,-0.97839412,-0.96036183
"6002",16,"WALKING_DOWNSTAIRS",0.96272107,0.050304172,-0.099357394,-0.99438227,-0.98304982,-0.96052558
"6003",16,"WALKING_DOWNSTAIRS",0.96263903,0.051746974,-0.098835454,-0.99431476,-0.97596884,-0.96790685
"6004",16,"WALKING_DOWNSTAIRS",0.96073973,0.059108714,-0.10607867,-0.99597668,-0.97838715,-0.97487212
"6005",16,"WALKING_DOWNSTAIRS",0.96037117,0.061279831,-0.10680733,-0.99825474,-0.99234735,-0.98214621
"6006",16,"WALKING_DOWNSTAIRS",0.96066606,0.059534407,-0.1018027,-0.99914746,-0.99600774,-0.97958518
"6007",16,"WALKING_DOWNSTAIRS",0.96059246,0.060216832,-0.10074389,-0.99861291,-0.99093676,-0.98473767
"6008",16,"WALKING_DOWNSTAIRS",0.95992711,0.064221603,-0.10542155,-0.9967624,-0.98241582,-0.97554899
"6009",16,"WALKING_DOWNSTAIRS",0.95961266,0.057539927,-0.11098503,-0.99790398,-0.94636322,-0.96075441
"6010",16,"WALKING_DOWNSTAIRS",0.96121946,0.052551052,-0.10102117,-0.99391642,-0.9677829,-0.90854957
"6011",16,"WALKING_DOWNSTAIRS",0.96246731,0.059690774,-0.090267184,-0.99761408,-0.98138834,-0.97716325
"6012",16,"WALKING_DOWNSTAIRS",0.96191989,0.062579628,-0.093435126,-0.99738878,-0.99809335,-0.98484171
"6013",16,"WALKING_DOWNSTAIRS",0.96174208,0.06302207,-0.092548945,-0.9973751,-0.99823391,-0.98238203
"6014",16,"WALKING_DOWNSTAIRS",0.96350054,0.062321865,-0.084574772,-0.99323915,-0.99517604,-0.95431853
"6015",16,"WALKING_DOWNSTAIRS",0.964429,0.062015915,-0.073959596,-0.99651704,-0.99661586,-0.95785394
"6016",16,"WALKING_DOWNSTAIRS",0.96282191,0.063324677,-0.075492603,-0.99403302,-0.99437501,-0.95167811
"6017",16,"WALKING_DOWNSTAIRS",0.96118275,0.065498886,-0.086396925,-0.99636674,-0.99138299,-0.96450586
"6018",16,"WALKING_DOWNSTAIRS",0.96135947,0.066079533,-0.090304,-0.99661823,-0.99515791,-0.99518647
"6019",16,"WALKING_DOWNSTAIRS",0.96203645,0.064948176,-0.089194074,-1,-0.99637674,-0.99454213
"6020",16,"WALKING_DOWNSTAIRS",0.96182732,0.06405431,-0.088335436,-0.99895562,-0.99537747,-0.99541002
"6021",16,"WALKING_DOWNSTAIRS",0.96203605,0.062511805,-0.086881235,-0.99779317,-0.99454362,-0.99134949
"6022",16,"WALKING_DOWNSTAIRS",0.90666281,0.10485724,-0.22095792,-0.85488018,-0.81068387,-0.74730654
"6023",16,"WALKING_DOWNSTAIRS",0.94312911,0.07000263,-0.17852783,-0.9434577,-0.95804016,-0.8595378
"6024",16,"WALKING_DOWNSTAIRS",0.9481926,0.070175511,-0.16754918,-0.98940157,-0.98510424,-0.978663
"6025",16,"WALKING_DOWNSTAIRS",0.94708911,0.071625707,-0.16730869,-0.99564278,-0.99540274,-0.97633329
"6026",16,"WALKING_DOWNSTAIRS",0.94806564,0.071496722,-0.16444612,-0.99515725,-0.98630289,-0.97814037
"6027",16,"WALKING_DOWNSTAIRS",0.94537923,0.075111987,-0.17140682,-0.98660384,-0.97703113,-0.95089869
"6028",16,"WALKING_DOWNSTAIRS",0.9443588,0.072939672,-0.17322646,-0.99110538,-0.97032348,-0.96273608
"6029",16,"WALKING_DOWNSTAIRS",0.946685,0.067086518,-0.16588177,-0.99540229,-0.99255339,-0.97649826
"6030",16,"WALKING_DOWNSTAIRS",0.94860318,0.064693713,-0.16113333,-0.99354403,-0.99038384,-0.98384864
"6031",16,"WALKING_DOWNSTAIRS",0.94964266,0.064184541,-0.16162479,-0.99568614,-0.9915078,-0.97722433
"6032",16,"WALKING_DOWNSTAIRS",0.94887328,0.066345453,-0.16494913,-0.99600802,-0.99229094,-0.98476829
"6033",16,"WALKING_DOWNSTAIRS",0.94843055,0.062743837,-0.16840634,-0.99772435,-0.96784353,-0.96850781
"6034",16,"WALKING_DOWNSTAIRS",0.94695379,0.073066509,-0.15978495,-0.99291926,-0.91599168,-0.91784657
"6035",16,"WALKING_DOWNSTAIRS",0.9456736,0.084920002,-0.15454503,-0.99797942,-0.97113544,-0.94728177
"6036",16,"WALKING_DOWNSTAIRS",0.94474225,0.081668553,-0.16736441,-0.99462751,-0.98662315,-0.94854592
"6037",16,"WALKING_DOWNSTAIRS",0.94493016,0.079235721,-0.17015263,-0.99186844,-0.97869372,-0.96701795
"6038",16,"WALKING_DOWNSTAIRS",0.94823103,0.071567587,-0.16325307,-0.98969594,-0.96638699,-0.96966029
"6039",16,"WALKING_DOWNSTAIRS",0.94923645,0.067439111,-0.1627908,-0.99499991,-0.99007719,-0.97963274
"6040",16,"WALKING_DOWNSTAIRS",0.91323419,-0.15317241,0.29984174,-0.94839929,-0.92802535,-0.97065356
"6041",16,"WALKING_DOWNSTAIRS",0.90385855,-0.1644637,0.30314851,-0.9955085,-0.99067564,-0.95669527
"6042",16,"WALKING_DOWNSTAIRS",0.9026924,-0.16686885,0.31142491,-0.9953255,-0.99458197,-0.97985053
"6043",16,"WALKING_DOWNSTAIRS",0.90140819,-0.16780563,0.31391332,-0.99783371,-0.99892636,-0.99836
"6044",16,"WALKING_DOWNSTAIRS",0.90106827,-0.16777447,0.31438717,-0.99930564,-0.99952649,-0.99799702
"6045",16,"WALKING_DOWNSTAIRS",0.90087671,-0.16766307,0.31432767,-0.99805465,-0.99839133,-0.99695998
"6046",16,"WALKING_DOWNSTAIRS",0.90223295,-0.1663309,0.31240704,-0.9927064,-0.99238679,-0.98914681
"6047",16,"WALKING_DOWNSTAIRS",0.90324727,-0.16425687,0.31106932,-0.99561882,-0.99484274,-0.99444386
"6048",16,"WALKING_DOWNSTAIRS",0.90210338,-0.16401098,0.31190046,-0.99552367,-0.99631907,-0.99298598
"6049",16,"WALKING_DOWNSTAIRS",0.9018788,-0.16519711,0.31199121,-0.99748541,-0.99585789,-0.99178766
"6050",16,"WALKING_DOWNSTAIRS",0.90261724,-0.16679241,0.31191202,-0.99736351,-0.99397369,-0.9889732
"6051",16,"WALKING_DOWNSTAIRS",0.90378415,-0.16820291,0.30943133,-0.99569661,-0.99533244,-0.97855248
"6052",16,"WALKING_DOWNSTAIRS",0.90454107,-0.16766174,0.30669681,-0.99905824,-0.99422274,-0.99620212
"6053",16,"WALKING_DOWNSTAIRS",0.90447719,-0.16601243,0.30675426,-0.99899301,-0.9961365,-0.99782271
"6054",16,"WALKING_DOWNSTAIRS",0.9045616,-0.16506988,0.30684366,-0.99932864,-0.99798768,-0.99806705
"6055",16,"WALKING_DOWNSTAIRS",0.90462386,-0.1645971,0.30652318,-0.99995397,-0.99877948,-0.99623196
"6056",16,"WALKING_DOWNSTAIRS",0.90504544,-0.16477641,0.30467496,-0.99768536,-0.99771992,-0.99041456
"6057",16,"WALKING_DOWNSTAIRS",0.90614685,-0.16447892,0.30253066,-0.99658954,-0.99639101,-0.99265319
"6058",16,"WALKING_DOWNSTAIRS",0.90586088,-0.16384901,0.30319179,-0.99553695,-0.99923347,-0.98957637
"6059",16,"WALKING_DOWNSTAIRS",0.90535094,-0.16375652,0.30446424,-0.99753722,-0.99914913,-0.99566856
"6060",16,"WALKING_DOWNSTAIRS",0.90492005,-0.16350106,0.30665733,-0.99565961,-0.99915496,-0.98239159
"6061",16,"WALKING_DOWNSTAIRS",0.90389441,-0.16332927,0.30872974,-0.99788114,-0.99953597,-0.98998682
"6062",16,"WALKING_DOWNSTAIRS",0.98344279,-0.076497826,0.087349148,-0.89103243,-0.85929443,-0.76284653
"6063",16,"WALKING_DOWNSTAIRS",0.96228,-0.069468766,0.12434939,-0.98025406,-0.95938213,-0.9347245
"6064",16,"WALKING_DOWNSTAIRS",0.96433991,-0.078180972,0.13040845,-0.98997664,-0.98652454,-0.97531441
"6065",16,"WALKING_DOWNSTAIRS",0.96464246,-0.080916283,0.13710345,-0.99485292,-0.99622647,-0.95688558
"6066",16,"WALKING_DOWNSTAIRS",0.96351905,-0.080216383,0.14237563,-0.99849909,-0.99110152,-0.99294437
"6067",16,"WALKING_DOWNSTAIRS",0.96317591,-0.077174305,0.14356286,-0.9977872,-0.98946595,-0.98625243
"6068",16,"WALKING_DOWNSTAIRS",0.96216866,-0.076406615,0.14655951,-0.99641364,-0.99459951,-0.98714704
"6069",16,"WALKING_DOWNSTAIRS",0.96204579,-0.078006599,0.14702638,-0.99726923,-0.99588526,-0.99302978
"6070",16,"WALKING_DOWNSTAIRS",0.96301169,-0.079546614,0.14505026,-0.99819501,-0.99499376,-0.99067056
"6071",16,"WALKING_DOWNSTAIRS",0.96284527,-0.079959682,0.14458053,-0.9971859,-0.99553355,-0.98728333
"6072",16,"WALKING_DOWNSTAIRS",0.96209514,-0.079035549,0.14685829,-0.99800892,-0.99541957,-0.98427261
"6073",16,"WALKING_DOWNSTAIRS",0.96239991,-0.079789048,0.14732927,-0.99764314,-0.99314484,-0.99073572
"6074",16,"WALKING_DOWNSTAIRS",0.96257176,-0.081500416,0.14877825,-0.99841559,-0.99667705,-0.98030317
"6075",16,"WALKING_DOWNSTAIRS",0.96224383,-0.082694594,0.15199525,-0.99923412,-0.99568558,-0.99073147
"6076",16,"WALKING_DOWNSTAIRS",0.96162692,-0.084084838,0.15420863,-0.9966799,-0.99592503,-0.98834051
"6077",16,"WALKING_DOWNSTAIRS",0.96087662,-0.084450646,0.15463292,-0.99787711,-0.99765122,-0.98889643
"6078",16,"WALKING_DOWNSTAIRS",-0.29477177,-0.4962135,0.88951599,-0.89011177,-0.87456173,-0.92373438
"6079",16,"WALKING_DOWNSTAIRS",-0.30399227,-0.48139563,0.89742842,-0.94611342,-0.97624695,-0.97602798
"6080",16,"WALKING_DOWNSTAIRS",-0.32504524,-0.4741974,0.90279964,-0.93066801,-0.97274883,-0.98011108
"6081",16,"WALKING_DOWNSTAIRS",-0.34716745,-0.46767249,0.9070004,-0.95233532,-0.98604074,-0.98630631
"6082",16,"WALKING_DOWNSTAIRS",-0.35971485,-0.46398317,0.90972514,-0.98102732,-0.99131308,-0.99186827
"6083",16,"WALKING_DOWNSTAIRS",-0.35924197,-0.46498219,0.90881351,-0.98169627,-0.98652082,-0.98770371
"6084",16,"WALKING_DOWNSTAIRS",-0.3621079,-0.46518785,0.90918737,-0.96396012,-0.9845482,-0.98382061
"6085",16,"WALKING_DOWNSTAIRS",-0.37204619,-0.46172152,0.9117183,-0.9723866,-0.98681137,-0.98873955
"6086",16,"WALKING_DOWNSTAIRS",-0.36894623,-0.46317446,0.909491,-0.96717903,-0.98388654,-0.98083322
"6087",16,"WALKING_DOWNSTAIRS",-0.37185021,-0.46291827,0.90895987,-0.95488763,-0.98293771,-0.98503399
"6088",16,"WALKING_DOWNSTAIRS",-0.37593094,-0.46216409,0.91013194,-0.96468605,-0.98367357,-0.98990023
"6089",16,"WALKING_DOWNSTAIRS",-0.36849413,-0.46487166,0.90976351,-0.97116753,-0.98734695,-0.98988952
"6090",16,"WALKING_DOWNSTAIRS",-0.36963034,-0.46411773,0.91134172,-0.97439387,-0.98791168,-0.98818507
"6091",16,"WALKING_DOWNSTAIRS",-0.36496198,-0.46701542,0.90963466,-0.96055272,-0.97666945,-0.98058854
"6092",16,"WALKING_DOWNSTAIRS",-0.36671588,-0.46783806,0.90905865,-0.94787357,-0.97866751,-0.98319684
"6093",16,"WALKING_DOWNSTAIRS",-0.37807119,-0.46421201,0.91137197,-0.96636682,-0.9855676,-0.98924813
"6094",16,"WALKING_DOWNSTAIRS",-0.37441149,-0.46575509,0.91009082,-0.96767286,-0.98592039,-0.98837082
"6095",16,"WALKING_DOWNSTAIRS",-0.37172624,-0.46672025,0.9093438,-0.97799292,-0.98965238,-0.99431753
"6096",16,"WALKING_DOWNSTAIRS",-0.36640263,-0.46894415,0.90789878,-0.96080398,-0.98143669,-0.98514366
"6097",16,"WALKING_DOWNSTAIRS",-0.30509044,-0.4567386,0.92034711,-0.74830969,-0.60830829,-0.82981362
"6098",16,"WALKING_DOWNSTAIRS",-0.30569488,-0.48370186,0.89915552,-0.90046034,-0.90017511,-0.97476016
"6099",16,"WALKING_DOWNSTAIRS",-0.29402624,-0.46819172,0.90388159,-0.95748484,-0.98805689,-0.97448434
"6100",16,"WALKING_DOWNSTAIRS",-0.30813549,-0.46374691,0.90948489,-0.95307985,-0.97252641,-0.98125891
"6101",16,"WALKING_DOWNSTAIRS",-0.30234869,-0.46044097,0.90964966,-0.93565606,-0.99017751,-0.98478989
"6102",16,"WALKING_DOWNSTAIRS",-0.29186658,-0.45966797,0.90937376,-0.97344153,-0.9827171,-0.98441667
"6103",16,"WALKING_DOWNSTAIRS",-0.29433949,-0.45388121,0.9133274,-0.97916107,-0.97800887,-0.98376166
"6104",16,"WALKING_DOWNSTAIRS",-0.29239433,-0.44927303,0.91561188,-0.98314418,-0.99264421,-0.99790974
"6105",16,"WALKING_DOWNSTAIRS",-0.29399282,-0.44681724,0.91598826,-0.98278562,-0.99146313,-0.99751195
"6106",16,"WALKING_DOWNSTAIRS",-0.29116809,-0.44857812,0.91450842,-0.96608435,-0.98085012,-0.98717936
"6107",16,"WALKING_DOWNSTAIRS",-0.27937681,-0.4535282,0.91200237,-0.96494443,-0.98208452,-0.98897138
"6108",16,"WALKING_DOWNSTAIRS",-0.28731896,-0.44761002,0.91435295,-0.93121195,-0.95452978,-0.97591864
"6109",16,"WALKING_DOWNSTAIRS",-0.30749042,-0.43666842,0.91989603,-0.95863927,-0.9765079,-0.98194552
"6110",16,"WALKING_DOWNSTAIRS",-0.31069161,-0.43491963,0.92158804,-0.98256793,-0.99115106,-0.99446363
"6111",16,"WALKING_DOWNSTAIRS",-0.31135947,-0.43399283,0.92274649,-0.97904535,-0.98599818,-0.98719975
"6112",16,"WALKING_DOWNSTAIRS",-0.31980573,-0.43005055,0.92529236,-0.97721561,-0.98905993,-0.99271547
"6113",16,"WALKING_DOWNSTAIRS",0.94514254,0.090691271,-0.14563676,-0.99001685,-0.93396029,-0.88840527
"6114",16,"WALKING_DOWNSTAIRS",0.94753697,0.078784472,-0.16026314,-0.98787336,-0.97403888,-0.94904933
"6115",16,"WALKING_DOWNSTAIRS",0.94562179,0.084649523,-0.16824225,-0.97817547,-0.95368239,-0.94584474
"6116",16,"WALKING_DOWNSTAIRS",0.93592126,0.098545125,-0.18532126,-0.9719503,-0.95475949,-0.91140405
"6117",16,"WALKING_DOWNSTAIRS",0.93110966,0.10214628,-0.19629357,-0.99174122,-0.97902919,-0.96361079
"6118",16,"WALKING_DOWNSTAIRS",0.93300165,0.091868964,-0.19040732,-0.99208506,-0.96007483,-0.95477806
"6119",16,"WALKING_DOWNSTAIRS",0.93628671,0.086981997,-0.18238214,-0.98775803,-0.98317272,-0.97697315
"6120",16,"WALKING_DOWNSTAIRS",0.94256587,0.088411654,-0.17221667,-0.97559682,-0.98405421,-0.94495625
"6121",16,"WALKING_DOWNSTAIRS",0.95058572,0.086442923,-0.16536436,-0.9753404,-0.98280895,-0.97736498
"6122",16,"WALKING_DOWNSTAIRS",0.9508667,0.084024911,-0.16643557,-0.98095252,-0.98710851,-0.9846644
"6123",16,"WALKING_DOWNSTAIRS",0.94838632,0.080626195,-0.16563427,-0.99236846,-0.98292316,-0.98602701
"6124",16,"WALKING_DOWNSTAIRS",0.94713817,0.083997675,-0.16982151,-0.98668747,-0.96557628,-0.96021093
"6125",16,"WALKING_DOWNSTAIRS",0.94470211,0.099385192,-0.15456663,-0.98846684,-0.94139613,-0.91867377
"6126",16,"WALKING_DOWNSTAIRS",0.94381873,0.090970964,-0.16155079,-0.98916428,-0.97973062,-0.93514052
"6127",16,"WALKING_DOWNSTAIRS",0.94859676,0.088589424,-0.1521175,-0.97359838,-0.97217741,-0.92904061
"6128",16,"WALKING_DOWNSTAIRS",0.95386712,0.087436905,-0.14813645,-0.98679633,-0.97957525,-0.96645945
"6129",16,"WALKING_DOWNSTAIRS",0.95399799,0.091634203,-0.15338334,-0.99216482,-0.98347802,-0.97857407
"6130",16,"WALKING_DOWNSTAIRS",0.95167731,0.091407737,-0.15335706,-0.98773741,-0.97231914,-0.97668632
"6131",16,"WALKING_DOWNSTAIRS",0.95161236,0.085047381,-0.1526148,-0.9889328,-0.96669799,-0.97210024
"6132",16,"WALKING_DOWNSTAIRS",0.95248927,0.085849771,-0.15880257,-0.98788724,-0.96859581,-0.95815777
"6133",16,"WALKING_DOWNSTAIRS",0.94915485,0.096454399,-0.1703715,-0.97666456,-0.96737872,-0.94746053
"6134",16,"WALKING_DOWNSTAIRS",0.94083815,0.1005566,-0.18084572,-0.96647075,-0.9856759,-0.95548281
"6135",16,"WALKING_DOWNSTAIRS",0.93866727,0.094748578,-0.17569692,-0.97908613,-0.97260693,-0.9299944
"6136",16,"WALKING_DOWNSTAIRS",0.94571309,0.086964875,-0.16517654,-0.98253957,-0.97836857,-0.96803783
"6137",16,"WALKING_DOWNSTAIRS",0.94798499,0.0834244,-0.1640428,-0.99290466,-0.98934292,-0.98200911
"6138",16,"WALKING_DOWNSTAIRS",0.91092042,0.075471224,-0.16369642,-0.97717646,-0.92513346,-0.80049518
"6139",16,"WALKING_DOWNSTAIRS",0.91007103,0.079494107,-0.16316513,-0.97698794,-0.91617668,-0.88617868
"6140",16,"WALKING_DOWNSTAIRS",0.91682849,0.10119058,-0.17684903,-0.9718155,-0.95866367,-0.94225168
"6141",16,"WALKING_DOWNSTAIRS",0.92476031,0.10124321,-0.18247366,-0.97263626,-0.95942268,-0.93710011
"6142",16,"WALKING_DOWNSTAIRS",0.93493268,0.09159262,-0.1889392,-0.96064844,-0.97702487,-0.94069697
"6143",16,"WALKING_DOWNSTAIRS",0.93608899,0.085029174,-0.1980361,-0.97070223,-0.97685596,-0.92587145
"6144",16,"WALKING_DOWNSTAIRS",0.92608021,0.086673235,-0.19435876,-0.96253809,-0.96313071,-0.91996613
"6145",16,"WALKING_DOWNSTAIRS",0.90695767,0.092067613,-0.17441147,-0.94210021,-0.85027874,-0.71832738
"6146",16,"WALKING_DOWNSTAIRS",0.93160894,0.069060208,-0.16266771,-0.91890471,-0.94765231,-0.86859165
"6147",16,"WALKING_DOWNSTAIRS",0.94854885,0.08326355,-0.19191134,-0.97994156,-0.9345019,-0.89727881
"6148",16,"WALKING_DOWNSTAIRS",0.94128264,0.091002735,-0.214444,-0.95135547,-0.96815295,-0.90133349
"6149",16,"WALKING_DOWNSTAIRS",0.92144437,0.099451522,-0.22703435,-0.9411843,-0.91962891,-0.95080577
"6150",16,"WALKING_DOWNSTAIRS",0.91035353,0.1074915,-0.23206712,-0.97967354,-0.92932088,-0.93186637
"6151",16,"WALKING_DOWNSTAIRS",0.91910619,0.094054266,-0.2215036,-0.95469554,-0.92846089,-0.8932313
"6152",16,"WALKING_DOWNSTAIRS",0.92577199,0.092602869,-0.21121011,-0.96046407,-0.95052667,-0.96740334
"6153",16,"WALKING_DOWNSTAIRS",0.91543333,0.10282109,-0.18297818,-0.92919632,-0.93315941,-0.88138086
"6154",16,"WALKING_DOWNSTAIRS",0.93864753,0.0897175,-0.18025028,-0.92551189,-0.94494101,-0.94570931
"6155",16,"WALKING_DOWNSTAIRS",0.94210552,0.091568437,-0.1878108,-0.95123277,-0.95319277,-0.93962759
"6156",16,"WALKING_DOWNSTAIRS",0.92743741,0.094175899,-0.20203714,-0.96088123,-0.96365615,-0.89848663
"6157",16,"WALKING_DOWNSTAIRS",0.93608704,0.086434843,-0.20895261,-0.93134788,-0.97917892,-0.95558903
"6158",16,"WALKING_DOWNSTAIRS",0.94131746,0.081299054,-0.20467776,-0.94674901,-0.9794112,-0.97621764
"6159",16,"WALKING_DOWNSTAIRS",0.93175246,0.080650498,-0.20521526,-0.95713226,-0.98089304,-0.99069565
"6160",16,"WALKING_DOWNSTAIRS",0.93710239,0.083784647,-0.20442672,-0.95585824,-0.97825686,-0.98900585
"6161",16,"WALKING_DOWNSTAIRS",0.90326037,0.10963622,-0.29100678,-0.80424357,-0.76186641,-0.76865944
"6162",16,"WALKING_DOWNSTAIRS",0.84976332,0.16400564,-0.33269453,-0.89165524,-0.88466727,-0.89997119
"6163",16,"WALKING_DOWNSTAIRS",0.84274409,0.16598079,-0.34188835,-0.96022085,-0.92910218,-0.97318167
"6164",16,"WALKING_DOWNSTAIRS",0.84723071,0.1555549,-0.34859378,-0.9679402,-0.94988814,-0.94279195
"6165",16,"WALKING_DOWNSTAIRS",0.83968798,0.16396961,-0.35481498,-0.96794809,-0.94080469,-0.96893194
"6166",16,"WALKING_DOWNSTAIRS",0.83633494,0.15999242,-0.36587841,-0.97914308,-0.93804045,-0.88924736
"6167",16,"WALKING_DOWNSTAIRS",0.83171918,0.16063833,-0.38343185,-0.96841424,-0.93506983,-0.91607429
"6168",16,"WALKING_DOWNSTAIRS",0.83200774,0.18109929,-0.37262098,-0.97056631,-0.94404847,-0.88525771
"6169",16,"WALKING_DOWNSTAIRS",0.89251675,0.10250863,-0.32448873,-0.90233799,-0.81957219,-0.8386167
"6170",16,"WALKING_DOWNSTAIRS",0.85897473,0.15587774,-0.34059747,-0.89267084,-0.81356812,-0.95867856
"6171",16,"WALKING_DOWNSTAIRS",0.84114213,0.18159515,-0.33999039,-0.98705578,-0.95700382,-0.95362295
"6172",16,"WALKING_DOWNSTAIRS",0.84793335,0.16726463,-0.34800209,-0.96862138,-0.92785216,-0.93693073
"6173",16,"WALKING_DOWNSTAIRS",0.84644938,0.17241497,-0.35728917,-0.9604406,-0.90946683,-0.94886842
"6174",16,"WALKING_DOWNSTAIRS",0.83321066,0.17794911,-0.36457404,-0.9639434,-0.91931031,-0.91032736
"6175",16,"WALKING_DOWNSTAIRS",0.81625306,0.17180721,-0.38832039,-0.9460048,-0.92630273,-0.82783281
"6176",16,"WALKING_DOWNSTAIRS",0.81726646,0.18025272,-0.38479004,-0.9345362,-0.94838682,-0.81905921
"6177",16,"WALKING_DOWNSTAIRS",0.8784308,0.13593158,-0.34356071,-0.8825282,-0.83014544,-0.74999032
"6178",16,"WALKING_DOWNSTAIRS",0.84673052,0.18332913,-0.36326221,-0.9350828,-0.85727983,-0.93044364
"6179",16,"WALKING_DOWNSTAIRS",0.83555822,0.19827105,-0.36011887,-0.97178504,-0.96320639,-0.93421155
"6180",16,"WALKING_DOWNSTAIRS",0.83001348,0.18065857,-0.37656756,-0.97309979,-0.93684218,-0.91082384
"6181",16,"WALKING_DOWNSTAIRS",0.8330602,0.16913974,-0.38054661,-0.96837699,-0.96661014,-0.93403236
